RL,Jugador,País,Posc,Posc 2,Equipo,Edad,Rango Etario,Minutos,PenEjec,Goles/90,Ast/90,G+a/90,ACT.ACT,ACT.SCA90,PassLive,PassDead,HASTA,TiroalTiro,FaltRecib,ACG.ACG,ACG.GCA90,Toques,3. Ataq,Ataq.Pen,Ataq.Pen.PORC,3.Ataq.PORC,Tomas.Balónvivo,Att,Exitosa.PORC,Dist. tot.,Dist. Prg,Rec,PrgR,TiPas.Balónvivo,PL,Camb,PA,Bloqueos,Goles,Disp,PORC de TT,TalArc/90,G/T,DistDisp,Cmp,Total.Intent,Total.Cmp.PORC,Cortos.Cmp,Cortos.Intent,Cortos.Cmp.PORC,Derribos.Tkl,Derribos.TklG,Desafio.Tkl,Desafio.Tkl.PORC,Bloqueos.1,Tkl+Int,Penal concedido,Recup.,Aer.Ganados,Aer.Ganados.PORC
494,OLIVER SKIPP,ENG,CC,DF,Tottenham Hotspur,22,Promesa,707,0,0,0,0,14,1.78,13,0,0,1,0,2,0.25,448,102,13,0.03,0.23,448,3,66.7,831,399,319,25,366,1,0,1,2,0,4,25,0.13,0,13.7,351,383,91.6,199,210,94.8,18,12,11,61.1,12,21,0,36,3,23.1
495,ADAM SMITH,ENG,DF,DF,Bournemouth,32,Veterano,2150,0,0,0.08,0.08,31,1.3,26,4,0,0,1,5,0.21,1229,295,11,0.01,0.24,1229,15,26.7,2455,1022,580,28,793,3,1,3,26,0,2,0,0,0,26.9,782,1025,76.3,397,443,89.6,37,23,19,48.7,28,58,2,92,18,45
496,EMILE SMITH ROWE,ENG,CC,CC,Arsenal,23,Promesa,353,0,0,0.25,0.25,13,3.31,10,1,0,1,1,2,0.51,253,127,19,0.08,0.5,253,7,42.9,827,472,189,18,207,0,1,0,2,0,15,33.3,1.27,0,15.6,188,213,88.3,128,143,89.5,4,1,2,50,3,7,0,15,3,37.5
498,DOMINIC SOLANKE,ENG,DL,DL,Bournemouth,25,Maduro,3325,2,0.51,0.08,0.6,79,2.14,61,0,6,5,4,6,0.16,1069,547,216,0.2,0.51,1066,106,36.8,3921,1420,724,184,485,1,1,1,30,19,106,33,0.95,0.16,12.2,400,544,73.5,262,315,83.2,23,11,10,34.5,24,30,0,97,97,41.8
499,MANOR SOLOMON,ISR,DL,DL,Tottenham Hotspur,24,Promesa,199,0,0,0.9,0.9,19,8.59,16,0,1,1,1,2,0.9,125,83,20,0.16,0.66,125,17,58.8,695,404,92,44,90,1,0,0,1,0,7,14.3,0.45,0,16.8,78,90,86.7,45,48,93.8,3,3,1,50,4,6,0,11,0,0
500,TOMÁŠ SOUČEK,CZE,CC,CC,West Ham United,28,Maduro,2870,0,0.22,0.06,0.28,42,1.32,34,1,0,4,0,4,0.13,1340,234,72,0.05,0.18,1340,11,36.4,1869,596,677,39,949,2,9,6,27,7,43,34.9,0.47,0.16,11,722,962,75.1,364,450,80.9,53,35,21,44.7,55,90,1,151,108,58.1
501,VINICIUS SOUZA,BRA,CC,CC,Sheffield United,24,Promesa,2668,0,0.03,0,0.03,26,0.88,22,1,0,1,0,3,0.1,1381,200,35,0.03,0.15,1381,30,56.7,2689,979,712,21,978,0,8,3,30,1,14,42.9,0.2,0.07,21.5,790,994,79.5,382,438,87.2,125,76,41,55.4,57,157,1,153,64,62.7
503,RAHEEM STERLING,ENG,DL,CC,Chelsea,28,Maduro,1978,0,0.36,0.18,0.55,85,3.87,55,0,15,4,7,14,0.64,1019,638,167,0.16,0.63,1019,132,34.1,5113,3063,821,242,716,11,1,5,34,8,51,41.2,0.96,0.16,14.5,538,728,73.9,363,428,84.8,21,10,12,46.2,13,34,0,92,2,12.5
504,JOHN STONES,ENG,DF,CC,Manchester City,29,Maduro,1064,0,0.08,0,0.08,23,1.95,21,0,0,0,2,0,0,907,189,10,0.01,0.21,907,6,16.7,3319,1646,742,24,824,0,7,0,6,1,4,50,0.17,0.25,15.9,781,839,93.1,402,426,94.4,2,1,0,0,11,12,0,46,14,73.7
506,DOMINIK SZOBOSZLAI,HUN,CC,CC,Liverpool,22,Promesa,2104,0,0.13,0.09,0.21,115,4.92,84,21,4,3,3,7,0.3,1802,718,71,0.04,0.4,1802,56,42.9,5475,2880,1238,160,1376,3,16,7,24,3,60,25,0.64,0.05,24.3,1280,1550,82.6,694,777,89.3,32,19,16,32,37,47,0,171,12,37.5
508,JAMES TARKOWSKI,ENG,DF,DF,Everton,30,Maduro,3419,0,0.03,0.03,0.05,44,1.16,38,0,1,4,0,3,0.08,2014,179,84,0.04,0.09,2014,20,80,5010,3073,1076,20,1485,1,22,13,10,1,25,16,0.11,0.04,9.9,1195,1550,77.1,396,474,83.5,61,42,27,56.3,82,117,1,186,140,69.7
510,NUNO TAVARES,POR,DF,DF,Nottingham Forest,23,Promesa,457,0,0,0,0,9,1.77,8,0,1,0,0,0,0,343,109,6,0.02,0.32,343,9,66.7,940,564,186,12,225,0,4,1,7,0,7,14.3,0.2,0,26.1,201,274,73.4,117,136,86,11,7,8,88.9,6,12,0,33,3,60
511,MARCUS TAVERNIER,ENG,DL,DL,Bournemouth,24,Promesa,2118,0,0.13,0.17,0.3,101,4.29,72,14,5,5,4,9,0.38,1246,686,94,0.08,0.55,1246,106,41.5,4995,2411,765,171,790,3,8,9,27,3,53,30.2,0.68,0.06,20,658,920,71.5,358,421,85,53,34,26,54.2,31,58,0,142,13,29.5
512,CHARLIE TAYLOR,ENG,DF,DF,Burnley,29,Maduro,2331,0,0.04,0.04,0.08,34,1.31,30,0,0,2,1,2,0.08,1542,370,18,0.01,0.24,1542,17,52.9,3259,1497,861,81,1099,0,7,7,28,1,10,10,0.04,0.1,25.8,995,1312,75.8,520,590,88.1,35,20,17,48.6,27,54,0,106,41,51.9
513,KENNY TETE,NED,DF,DF,Fulham,27,Maduro,867,0,0.1,0,0.1,15,1.56,11,0,2,1,1,2,0.21,647,161,11,0.02,0.25,647,20,45,1400,650,366,38,438,1,0,1,13,1,4,25,0.1,0.25,7.9,418,523,79.9,236,269,87.7,27,17,11,57.9,10,43,1,45,5,50
514,LUKE THOMAS,ENG,DF,DF,Sheffield United,22,Promesa,917,0,0,0,0,10,0.98,8,0,0,1,1,0,0,430,88,11,0.03,0.21,430,10,50,803,391,230,22,287,0,0,0,14,0,6,16.7,0.1,0,15.1,234,319,73.4,115,133,86.5,20,9,8,57.1,23,30,0,39,10,40
515,YOURI TIELEMANS,BEL,CC,DL,Aston Villa,26,Maduro,1622,0,0.11,0.33,0.44,49,2.72,40,1,1,3,2,16,0.89,1096,299,27,0.03,0.27,1096,29,51.7,2872,1361,766,46,891,17,3,4,21,2,14,35.7,0.28,0.14,20,789,949,83.1,397,434,91.5,41,20,16,40,23,56,0,97,13,59.1
517,HARRY TOFFOLO,ENG,DF,DF,Nottingham Forest,27,Maduro,1459,0,0.06,0.19,0.25,25,1.54,16,7,0,2,0,4,0.25,745,172,12,0.02,0.23,745,3,33.3,966,475,343,34,465,0,0,0,15,1,8,62.5,0.31,0.13,14.4,424,590,71.9,207,244,84.8,26,14,15,62.5,34,40,0,57,25,62.5
518,TAKEHIRO TOMIYASU,JPN,DF,DF,Arsenal,24,Promesa,1149,0,0.16,0.08,0.23,17,1.33,16,0,0,1,0,2,0.16,824,248,31,0.04,0.3,824,12,33.3,2158,1064,520,37,615,2,2,2,11,2,17,17.6,0.23,0.12,14.9,574,697,82.4,306,342,89.5,20,9,11,61.1,10,38,0,54,25,55.6
520,SANDRO TONALI,ITA,CC,CC,Newcastle United,23,Promesa,438,0,0.21,0,0.21,12,2.47,10,1,0,0,1,3,0.62,307,70,8,0.03,0.23,307,6,50,965,409,257,21,276,0,5,0,3,1,3,66.7,0.41,0.33,15.8,241,280,86.1,130,141,92.2,7,7,3,33.3,3,9,0,20,1,100
521,IVAN TONEY,ENG,DL,DL,Brentford,27,Maduro,1450,0,0.25,0.12,0.37,39,2.42,22,5,4,4,4,6,0.37,620,273,67,0.11,0.44,620,23,43.5,1633,809,465,98,395,5,0,8,22,4,51,41.2,1.3,0.08,17.4,228,426,53.5,135,219,61.6,15,5,6,42.9,5,25,0,56,54,47
522,PAU TORRES,ESP,DF,DF,Aston Villa,26,Maduro,2464,0,0.07,0,0.07,23,0.84,22,1,0,0,0,1,0.04,1985,141,22,0.01,0.07,1985,28,60.7,9039,5917,1456,16,1663,1,26,5,9,2,12,41.7,0.18,0.17,15.4,1562,1788,87.4,524,566,92.6,29,18,14,46.7,28,43,0,127,23,51.1
523,ANDROS TOWNSEND,ENG,CC,DL,Luton Town,32,Veterano,1210,0,0.07,0.22,0.3,36,2.68,24,5,3,3,1,6,0.45,582,280,21,0.04,0.48,582,34,47.1,2425,1099,366,71,402,1,10,2,22,1,20,35,0.52,0.05,23.7,304,432,70.4,148,173,85.5,21,13,13,48.1,12,26,0,68,0,0
525,ADAMA TRAORÉ,ESP,DL,CC,Fulham,27,Maduro,377,0,0.48,0.72,1.19,14,3.34,12,0,1,1,0,5,1.19,194,118,24,0.12,0.61,194,17,52.9,1227,676,154,48,137,0,1,0,7,2,11,63.6,1.67,0.18,16,97,139,69.8,52,62,83.9,4,3,3,50,2,5,0,13,9,60
527,BOUBACAR TRAORÉ,MLI,CC,CC,Wolverhampton,21,Promesa,819,0,0,0,0,13,1.43,12,0,1,0,0,2,0.22,556,89,3,0.01,0.16,556,15,66.7,1417,567,363,15,444,0,2,1,7,0,11,9.1,0.11,0,27.9,383,455,84.2,207,234,88.5,35,23,9,42.9,12,40,0,62,6,27.3
529,MIKE TRÉSOR,BEL,DL,CC,Burnley,24,Promesa,420,0,0,0,0,10,2.14,4,5,1,0,0,0,0,238,121,6,0.03,0.51,238,22,50,777,437,149,31,156,0,0,0,9,0,5,0,0,0,19.7,120,180,66.7,73,86,84.9,10,6,8,44.4,5,11,0,28,1,10
530,KIERAN TRIPPIER,ENG,DF,DF,Newcastle United,32,Veterano,2236,0,0.04,0.4,0.44,101,4.07,68,28,1,0,2,11,0.44,2344,665,36,0.02,0.28,2344,22,72.7,4247,2049,1411,128,1705,1,12,7,42,1,8,25,0.08,0.13,23.8,1624,2130,76.2,693,783,88.5,57,27,37,48.1,41,81,0,162,31,64.6
531,LEANDRO TROSSARD,BEL,DL,CC,Arsenal,28,Maduro,1649,0,0.65,0.05,0.71,65,3.55,46,3,7,5,4,6,0.33,912,502,121,0.13,0.55,912,47,53.2,3651,1732,650,155,625,8,2,2,30,12,60,36.7,1.2,0.2,16.1,494,673,73.4,271,315,86,27,16,9,36,27,35,0,88,5,33.3
532,AUSTON TRUSTY,USA,DF,DF,Sheffield United,24,Promesa,2572,0,0,0,0,16,0.56,11,2,1,0,0,0,0,1264,105,27,0.02,0.08,1264,12,50,1993,797,583,15,842,0,0,2,11,0,8,25,0.07,0,13,701,920,76.2,281,330,85.2,47,30,21,48.8,41,82,1,89,61,55.5
533,KOSTAS TSIMIKAS,GRE,DF,DF,Liverpool,27,Maduro,679,0,0,0.4,0.4,32,4.24,20,9,0,0,2,2,0.27,573,225,17,0.03,0.39,573,15,26.7,1689,861,338,73,389,0,1,1,10,0,3,0,0,0,23.8,383,500,76.6,185,206,89.8,19,13,9,60,9,25,0,43,3,18.8
535,DESTINY UDOGIE,ITA,DF,DF,Tottenham Hotspur,20,Promesa,2391,0,0.08,0.11,0.19,57,2.15,51,0,4,2,0,7,0.26,1775,506,71,0.04,0.29,1775,58,41.4,6108,3320,1028,138,1212,0,0,3,42,2,9,55.6,0.19,0.22,10.1,1235,1440,85.8,775,844,91.8,68,33,27,55.1,27,105,0,169,22,45.8
536,LESLEY UGOCHUKWU,FRA,CC,CC,Chelsea,19,Promesa,301,0,0,0,0,5,1.5,5,0,0,0,0,0,0,214,31,2,0.01,0.15,214,6,50,620,358,162,3,183,0,1,0,2,0,0,0,0,0,0,155,183,84.7,79,90,87.8,14,10,4,40,6,15,0,12,9,81.8
537,ENES ÜNAL,TUR,DL,CC,Bournemouth,26,Maduro,328,0,0.55,0.55,1.1,12,3.28,4,0,1,5,1,3,0.82,147,74,28,0.19,0.5,147,11,18.2,327,120,110,28,68,0,0,0,5,2,23,34.8,2.2,0.09,12.5,55,75,73.3,35,45,77.8,6,4,2,40,4,7,0,10,8,42.1
538,VIRGIL VAN DIJK,NED,DF,DF,Liverpool,32,Veterano,3177,0,0.06,0.06,0.11,59,1.67,54,0,0,5,0,4,0.11,3235,146,78,0.02,0.05,3235,5,40,9779,5235,2263,7,2712,0,21,2,6,2,45,31.1,0.4,0.04,12.6,2640,2887,91.4,1029,1092,94.2,40,23,12,85.7,47,79,0,170,140,81.4
539,RAPHAËL VARANE,FRA,DF,DF,Manchester United,30,Maduro,1375,0,0.07,0,0.07,16,1.05,13,1,0,2,0,2,0.13,945,44,11,0.01,0.05,945,2,50,3541,2161,569,2,708,1,0,4,4,1,8,25,0.13,0.13,9.2,694,781,88.9,282,301,93.7,18,11,10,71.4,23,33,0,67,21,80.8
541,JOËL VELTMAN,NED,DF,DF,Brighton,31,Veterano,1588,0,0.06,0.06,0.11,18,1.02,12,2,0,0,3,1,0.06,1103,213,17,0.02,0.19,1103,11,9.1,2532,1076,657,54,786,2,0,2,16,1,5,60,0.17,0.2,14.2,758,906,83.7,373,419,89,54,41,39,67.2,17,72,0,76,28,57.1
542,MICKY VAN DE VEN,NED,DF,DF,Tottenham Hotspur,22,Promesa,2339,0,0.12,0,0.12,11,0.42,9,0,1,0,1,1,0.04,2022,102,15,0.01,0.05,2022,27,55.6,6517,3058,1498,9,1707,0,1,3,5,3,8,37.5,0.12,0.38,16,1698,1810,93.8,674,698,96.6,49,35,24,72.7,25,67,1,144,38,48.1
545,FABIO VIEIRA,POR,CC,DL,Arsenal,23,Promesa,297,1,0.3,0.61,0.91,12,3.64,7,1,0,1,3,5,1.52,184,97,20,0.11,0.53,183,9,22.2,561,298,141,30,137,3,2,1,1,1,6,16.7,0.3,0,18,122,150,81.3,67,75,89.3,3,2,3,100,0,5,0,16,1,100
546,CARLOS VINÍCIUS,BRA,DL,DL,Fulham,28,Maduro,315,0,0.57,0,0.57,9,2.57,8,0,1,0,0,1,0.29,102,45,15,0.15,0.44,102,8,25,322,91,80,13,61,0,0,0,1,2,9,55.6,1.43,0.22,10.9,46,62,74.2,28,34,82.4,3,2,0,0,4,3,0,9,4,26.7
547,VITINHO,BRA,DF,CC,Burnley,24,Promesa,2314,0,0,0.08,0.08,44,1.71,33,2,4,3,1,6,0.23,1299,406,51,0.04,0.31,1299,58,43.1,3958,2038,678,110,804,4,1,4,28,0,25,16,0.16,0,18,715,994,71.9,373,445,83.8,64,34,43,50,44,76,2,109,19,46.3
549,KYLE WALKER,ENG,DF,DF,Manchester City,33,Veterano,2767,0,0,0.13,0.13,62,2.02,57,1,1,1,2,11,0.36,2613,749,41,0.02,0.29,2613,35,60,7514,4015,1925,172,2162,6,20,1,31,0,16,18.8,0.1,0,29.4,2128,2404,88.5,992,1057,93.9,38,24,19,48.7,19,65,0,152,25,62.5
550,AARON WAN-BISSAKA,ENG,DF,DF,Manchester United,25,Maduro,1780,0,0,0.1,0.1,26,1.31,24,1,0,0,1,3,0.15,1225,278,24,0.02,0.23,1225,32,53.1,2909,1429,691,54,839,0,1,2,27,0,3,33.3,0.05,0,20.2,823,986,83.5,536,599,89.5,42,25,19,73.1,29,83,1,94,21,52.5
551,JOEL WARD,ENG,DF,DF,Crystal Palace,33,Veterano,1980,0,0,0.05,0.05,16,0.73,13,2,0,1,0,3,0.14,1167,187,10,0.01,0.16,1167,12,66.7,2018,1015,599,14,804,1,3,1,21,0,10,0,0,0,18,715,944,75.7,358,396,90.4,45,28,30,63.8,17,59,0,94,46,48.9
552,JAMES WARD-PROWSE,ENG,CC,CC,West Ham United,28,Maduro,3001,2,0.21,0.21,0.42,116,3.48,57,51,1,4,1,16,0.48,1923,558,32,0.02,0.29,1920,21,52.4,3951,1606,1155,63,1422,2,16,8,19,7,42,38.1,0.48,0.12,22.8,1386,1672,82.9,702,762,92.1,45,29,18,40.9,31,83,0,145,26,44.1
555,OLLIE WATKINS,ENG,DL,DL,Aston Villa,27,Maduro,3217,0,0.53,0.36,0.9,100,2.8,70,0,7,18,4,26,0.73,958,542,215,0.22,0.57,958,63,41.3,3085,1465,761,214,586,5,1,2,17,19,107,43.9,1.31,0.18,12.8,459,609,75.4,293,363,80.7,12,7,5,45.5,26,16,0,64,49,38
556,ADAM WEBSTER,ENG,DF,DF,Brighton,28,Maduro,1144,0,0,0,0,14,1.1,13,0,0,1,0,0,0,1201,86,14,0.01,0.07,1201,2,0,4073,2357,903,2,1063,1,4,2,2,0,8,0,0,0,9.9,997,1096,91,428,462,92.6,14,12,6,33.3,16,30,0,63,33,71.7
557,DANNY WELBECK,ENG,DL,CC,Brighton,32,Veterano,1693,0,0.27,0.05,0.32,71,3.77,52,0,3,11,5,7,0.37,727,325,73,0.1,0.45,727,27,29.6,2011,877,533,100,490,4,1,4,22,5,41,39,0.85,0.12,14.5,423,515,82.1,304,349,87.1,35,17,10,58.8,12,44,0,42,16,42.1
558,TIMO WERNER,GER,DL,DL,Tottenham Hotspur,27,Maduro,809,0,0.22,0.33,0.56,34,3.78,25,0,4,4,1,7,0.78,451,302,69,0.15,0.67,451,30,40,2630,1549,352,124,349,2,0,1,16,2,29,24.1,0.78,0.07,14.1,281,366,76.8,163,189,86.2,7,4,5,27.8,12,10,0,27,1,33.3
559,ADAM WHARTON,ENG,CC,CC,Crystal Palace,19,Promesa,1297,0,0,0.21,0.21,37,2.57,30,7,0,0,0,5,0.35,742,183,4,0.01,0.25,742,7,42.9,1441,723,449,10,553,3,2,9,11,0,10,10,0.07,0,24.2,464,596,77.9,209,244,85.7,48,32,23,50,17,68,0,76,7,36.8
561,BEN WHITE,ENG,DF,DF,Arsenal,25,Maduro,2988,0,0.12,0.12,0.24,86,2.59,76,5,1,2,0,7,0.21,2456,676,64,0.03,0.28,2456,22,40.9,4867,2672,1675,162,1922,5,11,4,21,4,13,46.2,0.18,0.31,13.2,1828,2177,84,999,1099,90.9,48,28,26,44.8,48,80,0,120,36,62.1
563,NECO WILLIAMS,WAL,DF,DF,Nottingham Forest,22,Promesa,1637,0,0,0.05,0.05,31,1.7,23,1,1,4,1,4,0.22,1080,298,30,0.03,0.28,1080,44,43.2,3101,1631,526,86,642,0,2,5,34,0,15,26.7,0.22,0,18.9,519,785,66.1,287,331,86.7,69,40,35,62.5,44,91,0,107,31,60.8
564,WILLIAN,BRA,DL,DL,Fulham,34,Veterano,2053,2,0.18,0.09,0.26,111,4.87,81,15,4,9,2,10,0.44,1333,671,73,0.06,0.5,1331,63,46,5906,2943,1040,181,1081,8,14,5,20,4,43,37.2,0.7,0.05,20.4,932,1145,81.4,460,513,89.7,18,11,3,14.3,13,27,0,99,9,37.5
565,JOE WILLOCK,ENG,CC,CC,Newcastle United,23,Promesa,419,0,0.21,0,0.21,13,2.8,11,0,0,2,0,1,0.22,225,80,18,0.08,0.36,225,18,38.9,891,490,156,26,158,1,2,1,3,1,7,42.9,0.64,0.14,10.9,136,164,82.9,76,82,92.7,13,7,4,36.4,7,14,0,26,1,50
566,CALLUM WILSON,ENG,DL,DL,Newcastle United,31,Veterano,991,2,0.82,0.09,0.91,22,2,12,0,4,5,1,4,0.36,304,168,77,0.25,0.55,302,32,43.8,1020,322,254,77,152,2,2,0,17,9,33,54.5,1.63,0.21,11.8,105,163,64.4,65,83,78.3,5,3,0,0,6,7,0,17,9,36
567,HARRY WILSON,WAL,DL,DL,Fulham,26,Maduro,1620,0,0.22,0.33,0.56,65,3.61,42,4,5,4,8,10,0.56,828,371,53,0.06,0.45,828,34,44.1,3258,1513,606,130,591,3,9,3,21,4,40,32.5,0.72,0.1,19.1,478,632,75.6,254,294,86.4,21,14,11,39.3,27,31,0,78,5,45.5
568,YOANE WISSA,COD,DL,DL,Brentford,26,Maduro,2493,0,0.43,0.11,0.54,64,2.31,43,1,4,7,7,10,0.36,751,366,122,0.16,0.49,751,52,38.5,2666,1387,485,150,444,3,3,1,19,12,67,35.8,0.87,0.18,12.9,327,462,70.8,197,248,79.4,28,16,5,25,24,37,0,99,38,44.7
569,CHRIS WOOD,NZL,DL,DL,Nottingham Forest,31,Veterano,1812,0,0.7,0.05,0.75,44,2.19,33,0,4,7,0,4,0.2,628,237,92,0.15,0.38,628,17,35.3,949,477,467,76,428,1,1,0,12,14,48,54.2,1.29,0.29,10.2,278,433,64.2,178,260,68.5,7,4,3,33.3,11,8,1,46,72,42.9
570,CAULEY WOODROW,ENG,DL,CC,Luton Town,28,Maduro,427,0,0.21,0.21,0.42,17,3.57,13,0,1,2,1,2,0.42,223,99,21,0.09,0.44,223,3,66.7,527,204,156,22,145,0,0,1,7,1,16,25,0.84,0.06,18.7,110,152,72.4,66,82,80.5,16,10,9,56.3,7,17,0,21,10,38.5
571,JOE WORRALL,ENG,DF,DF,Nottingham Forest,26,Maduro,439,0,0,0,0,3,0.62,2,0,0,1,0,1,0.21,216,8,7,0.03,0.04,216,0,0,410,111,124,1,157,0,1,0,1,0,2,0,0,0,10.6,138,164,84.1,25,30,83.3,7,5,3,50,5,10,0,18,12,54.5
572,YEHOR YARMOLIUK,UKR,CC,CC,Brentford,19,Promesa,688,0,0,0,0,17,2.22,12,0,1,2,2,1,0.13,407,162,20,0.05,0.4,407,27,63,1267,461,220,36,296,0,1,0,11,0,11,45.5,0.65,0,18.9,221,298,74.2,117,140,83.6,17,11,7,41.2,17,23,0,50,9,47.4
573,RYAN YATES,ENG,CC,CC,Nottingham Forest,25,Maduro,1992,0,0.05,0.05,0.09,30,1.36,22,0,0,5,3,4,0.18,1124,234,45,0.04,0.21,1124,9,44.4,2027,942,559,37,749,2,0,3,23,1,32,21.9,0.32,0.03,18.2,658,827,79.6,315,375,84,66,39,19,55.9,42,87,0,110,41,53.2
574,ASHLEY YOUNG,ENG,DF,CC,Everton,38,Emblema,2280,0,0,0,0,58,2.29,38,10,1,4,3,1,0.04,1284,365,20,0.02,0.28,1284,27,44.4,2909,1490,653,61,831,2,1,9,29,0,13,15.4,0.08,0,21.9,723,1052,68.7,339,386,87.8,53,38,30,55.6,24,75,1,120,19,37.3
575,ILLIA ZABARNYI,UKR,DF,DF,Bournemouth,20,Promesa,3330,0,0.03,0,0.03,27,0.73,26,0,0,1,0,1,0.03,2169,70,17,0.01,0.03,2169,13,69.2,7280,4408,1368,1,1755,2,10,1,11,1,8,25,0.05,0.13,7.5,1471,1805,81.5,392,458,85.6,59,32,23,46,53,92,0,153,75,55.6
576,NICOLÒ ZANIOLO,ITA,DL,CC,Aston Villa,24,Promesa,839,0,0.21,0,0.21,30,3.23,20,0,2,6,1,3,0.32,402,184,60,0.15,0.46,402,48,27.1,1854,915,284,60,225,0,2,1,23,2,27,37,1.07,0.07,14,150,228,65.8,94,119,79,19,9,9,52.9,13,20,0,36,7,33.3
577,ANASS ZAROURY,MAR,DL,CC,Burnley,22,Promesa,152,0,0,0,0,2,1.18,1,1,0,0,0,0,0,87,37,4,0.05,0.43,87,6,33.3,362,91,68,12,65,0,0,0,4,0,3,33.3,0.59,0,20.9,43,70,61.4,23,31,74.2,1,0,0,0,2,1,0,8,0,0
578,OLEKSANDR ZINCHENKO,UKR,DF,DF,Arsenal,26,Maduro,1722,0,0.05,0.1,0.16,67,3.5,64,1,1,1,0,6,0.31,1729,519,28,0.02,0.3,1729,14,50,4792,2334,1178,58,1395,11,5,8,14,1,17,17.6,0.16,0.06,24,1374,1568,87.6,653,706,92.5,50,30,35,67.3,18,70,0,104,27,62.8
579,KURT ZOUMA,FRA,DF,DF,West Ham United,28,Maduro,2838,0,0.1,0,0.1,13,0.41,11,0,0,1,1,2,0.06,1455,34,28,0.02,0.02,1455,3,66.7,3751,2019,873,1,1096,1,28,2,10,3,16,43.8,0.22,0.19,9.1,962,1148,83.8,335,365,91.8,23,17,10,62.5,38,52,1,95,58,57.4
580,MARTIN ØDEGAARD,NOR,CC,CC,Arsenal,24,Promesa,3091,2,0.23,0.29,0.52,220,6.41,178,17,8,10,6,23,0.67,2326,1173,165,0.07,0.5,2324,81,45.7,8190,3514,1827,202,1887,39,3,16,38,8,75,28,0.61,0.08,20.2,1692,2006,84.3,907,992,91.4,49,17,17,29.3,23,64,0,158,3,25
